pano,Constituency,YG_Con_Pct,YG_Lab_Pct,YG_LD_Pct,YG_SNP_Pct,YG_PC_Pct,YG_Grn_Pct,YG_UKIP_Pct,YG_Other_Pct,AC_Con_Pct,AC_Lab_Pct,AC_LD_Pct,AC_SNP_Pct,AC_PC_Pct,AC_Grn_Pct,AC_UKIP_Pct,AC_Other_Pct,AC_Con_Pr,AC_Lab_Pr,AC_LD_Pr,AC_SNP_Pr,AC_PC_Pr,AC_Grn_Pr,AC_UKIP_Pr,AC_Other_Pr,H_Con_Pct,H_Lab_Pct,H_LD_Pct,H_SNP_Pct,H_PC_Pct,H_Grn_Pct,H_UKIP_Pct,H_Other_Pct,H_Con_Pr,H_Lab_Pr,H_LD_Pr,H_SNP_Pr,H_PC_Pr,H_Grn_Pr,H_UKIP_Pr,H_Other_Pr,BBC_Con_Pct,BBC_Lab_Pct,BBC_LD_Pct,BBC_SNP_Pct,BBC_PC_Pct,BBC_Grn_Pct,BBC_UKIP_Pct,BBC_Other_Pct,BBC_Con_Pr,BBC_Lab_Pr,BBC_LD_Pr,BBC_SNP_Pr,BBC_PC_Pr,BBC_Grn_Pr,BBC_UKIP_Pr,BBC_Other_Pr,BBC_Brexit,OC_Con_Pr,OC_Lab_Pr,OC_LD_Pr,OC_SNP_Pr,OC_PC_Pr,OC_Grn_Pr,OC_UKIP_Pr,OC_Other_Pr,OC_Con_Odd,OC_Lab_Odd,OC_LD_Odd,OC_SNP_Odd,OC_PC_Odd,OC_Grn_Odd,OC_UKIP_Odd,OC_Other_Odd
244,Exeter,34.3,58,3.4,0,0,3.2,0,1.2,40,51,5,,,,,4,16,84,0,0,0,0,0,0,43,47,5,0,0,5,0,1,26,74,0,0,0,0,0,0,31,66,3,0,0,0,0,0,0,100,0,0,0,0,0,0,44.7,25,75,,,,,,,3,0.333333343,,,,,,
245,Falkirk,21.9,26.1,3.5,38.6,0,1.9,7.9,0,22,26,4,46,,,2,0,1,4,0,95,0,0,0,0,22,26,2,47,0,0,2,0,0,1,0,99,0,0,0,0,24,28,2,46,0,0,1,0,0,0,0,100,0,0,0,0,42,1,1,,98,,,,,33,33,,0.030303031,,,,
246,Fareham,57.6,24.3,10.9,0,0,2.2,5,0,61,21,9,,,,5,3,100,0,0,0,0,0,0,0,60,19,9,0,0,1,11,0,100,0,0,0,0,0,0,0,62,27,9,0,0,2,0,0,100,0,0,0,0,0,0,0,55.4,100,,,,,,,,,,,,,,,
247,Faversham and Mid Kent,54.1,27.1,9.5,0,0,3.3,6.1,0,58,23,9,,,,7,3,100,0,0,0,0,0,0,0,58,20,7,0,0,1,13,0,100,0,0,0,0,0,0,0,60,29,6,0,0,2,3,0,100,0,0,0,0,0,0,0,58.2,100,,,,,,,,,,,,,,,
248,Feltham and Heston,34.3,51.9,5.8,0,0,2.3,5.8,0,35,51,6,,,,5,2,7,93,0,0,0,0,0,0,37,47,4,0,0,1,10,0,7,93,0,0,0,0,0,0,29,66,2,0,0,1,2,0,0,100,0,0,0,0,0,0,55.9,10,90,,,,,,,7,0.117647059,,,,,,
250,North East Fife,20.4,13,31.3,31.9,0,0,0,3.4,30,11,21,37,,,,2,30,0,4,66,0,0,0,0,29,12,24,32,0,0,0,1,25,0,12,62,0,0,0,0,27,8,34,30,0,0,0,1,7,0,73,20,0,0,0,0,38.1,2,,55,43,,,,,14,,0.846153855,1.375,,,,
251,Filton and Bradley Stoke,46.8,42.7,8.1,0,0,2.4,0,0,53,36,8,,,,,3,92,8,0,0,0,0,0,0,58,30,8,0,0,5,0,0,100,0,0,0,0,0,0,0,49,42,7,0,0,3,0,0,91,9,0,0,0,0,0,0,48,100,,,,,,,,,,,,,,,
252,Finchley and Golders Green,37.5,48.1,10.2,0,0,2,2.1,0,50,40,7,,,,2,2,72,28,0,0,0,0,0,0,50,39,7,0,0,1,4,0,93,7,0,0,0,0,0,0,43,50,6,0,0,1,0,0,9,91,0,0,0,0,0,0,30.9,91,9,,,,,,,0.111111112,8,,,,,,
253,Folkestone and Hythe,50.4,27.1,8.1,0,0,4.3,8.1,1.9,54,23,9,,,,11,4,99,1,0,0,0,0,0,0,51,20,9,0,0,2,17,1,100,0,0,0,0,0,0,0,59,23,10,0,0,0,8,1,100,0,0,0,0,0,0,0,61.8,100,,,,,,,,,,,,,,,
254,Forest of Dean,49.3,36.1,4.5,0,0,2.3,5.2,2.7,56,29,6,,,,6,3,99,1,0,0,0,0,0,0,53,26,6,0,0,2,13,0,100,0,0,0,0,0,0,0,56,36,5,0,0,0,3,0,100,0,0,0,0,0,0,0,58.1,100,,,,,,,,,,,,,,,
256,Fylde,57.7,33.1,6.5,0,0,2.7,0,0,57,29,6,,,,,8,99,1,0,0,0,0,0,0,61,28,8,0,0,3,0,0,100,0,0,0,0,0,0,0,60,36,3,0,0,2,0,0,100,0,0,0,0,0,0,0,56.6,100,,,,,,,,,,,,,,,
257,Gainsborough,59.2,31.9,6.5,0,0,2.4,0,0,62,28,7,,,,,3,100,0,0,0,0,0,0,0,66,24,7,0,0,2,0,0,100,0,0,0,0,0,0,0,57,36,6,0,0,1,0,0,100,0,0,0,0,0,0,0,62,100,,,,,,,,,,,,,,,
258,Garston and Halewood,22.5,71.6,3.3,0,0,2.7,0,0,21,69,7,,,,,3,0,100,0,0,0,0,0,0,25,68,5,0,0,2,0,0,0,100,0,0,0,0,0,0,11,84,3,0,0,2,0,0,0,100,0,0,0,0,0,0,47.9,,100,,,,,,,,,,,,,,
259,Gateshead,25.7,58,5.3,0,0,2.8,8.2,0,23,60,6,,,,8,3,0,100,0,0,0,0,0,0,23,54,7,0,0,1,15,0,0,100,0,0,0,0,0,0,18,71,6,0,0,2,3,0,0,100,0,0,0,0,0,0,56,4,96,,,,,,,11,0.050000001,,,,,,
260,Gedling,38.2,50.5,4.3,0,0,1.7,5.3,0,43,44,6,,,,6,2,48,52,0,0,0,0,0,0,43,40,4,0,0,1,12,0,67,33,0,0,0,0,0,0,42,50,2,0,0,1,4,0,7,93,0,0,0,0,0,0,56.2,62,38,,,,,,,0.571428597,1.5,,,,,,
261,Gillingham and Rainham,51,34.5,4.5,0,0,2.2,6.6,1.2,55,32,4,,,,8,2,97,3,0,0,0,0,0,0,52,27,5,0,0,1,15,1,100,0,0,0,0,0,0,0,56,36,2,0,0,0,4,1,100,0,0,0,0,0,0,0,63.6,100,,,,,,,,,,,,,,,
262,Glasgow Central,15.4,33.7,5,45.9,0,0,0,0,17,31,4,47,,,,,0,9,0,91,0,0,0,0,17,32,3,45,0,0,0,0,0,11,0,89,0,0,0,0,14,44,1,42,0,0,0,0,0,59,0,41,0,0,0,0,28.8,,4,,96,,,,,,12,,0.050000001,,,,
263,Glasgow East,21.6,28.4,2.6,38.9,0,0,5,3.5,18,26,3,50,,,2,1,0,3,0,97,0,0,0,0,16,33,2,47,0,0,2,1,0,11,0,89,0,0,0,0,16,37,1,46,0,0,0,0,0,5,0,95,0,0,0,0,43.8,,6,,94,,,,,,10,,0.071428575,,,,
264,Glasgow North,19.4,27.5,3.9,39.9,0,9.3,0,0,17,27,7,46,,,,3,0,5,0,95,0,0,0,0,19,30,3,44,0,3,0,0,0,10,0,90,0,0,0,0,15,34,5,42,0,4,0,0,0,5,0,95,0,0,0,0,21.6,,3,,97,,,,,,12,,0.039999999,,,,
265,Glasgow North East,15.1,36.8,2.8,45.3,0,0,0,0,17,30,4,49,,,,,0,5,0,95,0,0,0,0,15,34,2,48,0,0,0,0,0,10,0,90,0,0,0,0,14,38,1,47,0,0,0,0,0,3,0,97,0,0,0,0,40.7,,3,,97,,,,,,16,,0.039999999,,,,
266,Glasgow North West,19.4,34.5,2.3,43.7,0,0,0,0,18,28,5,49,,,,,0,4,0,96,0,0,0,0,19,30,3,47,0,0,0,0,0,5,0,95,0,0,0,0,16,38,2,44,0,0,0,0,0,15,0,85,0,0,0,0,31.5,,1,,99,,,,,,16,,0.024390243,,,,
267,Glasgow South,17.1,32.7,5.3,44.9,0,0,0,0,18,28,5,49,,,,,0,3,0,97,0,0,0,0,20,29,2,47,0,0,0,0,0,3,0,97,0,0,0,0,18,36,2,44,0,0,0,0,0,8,0,92,0,0,0,0,28.2,,2,,98,,,,,,14,,0.030303031,,,,
268,Glasgow South West,17.7,34.5,3.2,40.1,0,0,4.5,0,16,29,5,49,,,2,,0,4,0,96,0,0,0,0,15,34,2,47,0,0,2,0,0,12,0,88,0,0,0,0,14,39,1,46,0,0,0,0,0,8,0,92,0,0,0,0,40.9,,2,,98,,,,,,14,,0.030303031,,,,
269,Glenrothes,19.7,30.2,3.2,46.9,0,0,0,0,20,28,4,49,,,,,0,3,0,97,0,0,0,0,18,30,2,50,0,0,0,0,0,4,0,96,0,0,0,0,17,33,1,48,0,0,0,0,0,0,0,100,0,0,0,0,46.5,,,,100,,,,,,,,,,,,
270,Gloucester,46.2,38,5.9,0,0,1.8,5.7,2.2,49,36,6,,,,6,2,85,15,0,0,0,0,0,0,51,32,5,0,0,1,11,1,100,0,0,0,0,0,0,0,49,42,4,0,0,1,3,1,94,6,0,0,0,0,0,0,58.6,99,1,,,,,,,0.024390243,16,,,,,,
271,Gordon,33.3,12.8,19,34.9,0,0,0,0,31,14,16,39,,,,,25,0,0,75,0,0,0,0,25,11,24,39,0,0,0,0,1,0,9,90,0,0,0,0,20,7,37,36,0,0,0,0,0,0,51,49,0,0,0,0,44.6,20,,,80,,,,,3.5,,,0.200000003,,,,
272,Gosport,59.4,24.6,5.9,0,0,2.3,6.3,1.5,60,23,7,,,,8,2,100,0,0,0,0,0,0,0,59,19,7,0,0,1,14,0,100,0,0,0,0,0,0,0,65,22,6,0,0,2,4,0,100,0,0,0,0,0,0,0,62,100,,,,,,,,,,,,,,,
273,Gower,40.2,46,3.3,0,5.2,0,4.6,0.6,42,39,5,,9,,4,2,55,45,0,0,0,0,0,0,27,39,4,0,6,0,7,17,2,98,0,0,0,0,0,0,48,40,2,0,7,0,1,1,93,7,0,0,0,0,0,0,50.2,59,41,,,,,,,0.727272749,1.5,,,,,,
274,Grantham and Stamford,54.3,28.6,5.3,0,0,2.1,4.7,5,57,26,8,,,,6,3,99,1,0,0,0,0,0,0,57,21,6,0,0,1,13,2,100,0,0,0,0,0,0,0,62,25,5,0,0,2,3,3,100,0,0,0,0,0,0,0,61,100,,,,,,,,,,,,,,,
275,Gravesham,47,38.7,4.7,0,0,2.3,5.8,1.4,53,34,4,,,,7,2,94,6,0,0,0,0,0,0,52,30,4,0,0,0,14,0,100,0,0,0,0,0,0,0,53,42,2,0,0,0,3,0,99,1,0,0,0,0,0,0,65.4,97,3,,,,,,,0.039999999,16,,,,,,
276,Great Grimsby,36.1,47.6,2.5,0,0,0,10.7,3,39,42,4,,,,11,3,42,58,0,0,0,0,0,0,31,41,6,0,0,0,19,1,6,93,0,0,0,0,1,0,33,51,4,0,0,0,10,2,0,100,0,0,0,0,0,0,71.4,54,46,,,,,,,0.909090936,1.25,,,,,,
277,Great Yarmouth,50.2,36.3,3.1,0,0,1.7,8.7,0,53,32,3,,,,10,2,97,3,0,0,0,0,0,0,46,29,4,0,0,1,20,0,99,1,0,0,0,0,0,0,50,41,2,0,0,0,8,0,96,4,0,0,0,0,0,0,71.5,100,,,,,,,,,,,,,,,
278,Greenwich and Woolwich,27.9,58.2,10,0,0,3.9,0,0,32,55,9,,,,,4,2,98,0,0,0,0,0,0,35,50,8,0,0,7,0,0,1,99,0,0,0,0,0,0,22,69,9,0,0,0,0,0,0,100,0,0,0,0,0,0,35.7,4,96,,,,,,,12,0.050000001,,,,,,
279,Guildford,49.1,21.5,25.2,0,0,1.9,0,2.2,60,20,16,,,,,4,100,0,0,0,0,0,0,0,62,17,17,0,0,3,0,1,100,0,0,0,0,0,0,0,55,21,20,0,0,3,0,2,100,0,0,0,0,0,0,0,41.2,100,,,,,,,,,,,,,,,
280,Hackney North and Stoke Newington,14.5,69.9,8.7,0,0,5.4,0,1.6,17,67,9,,,,,7,0,100,0,0,0,0,0,0,19,60,8,0,0,13,0,1,0,100,0,0,0,0,0,0,8,76,8,0,0,8,0,1,0,100,0,0,0,0,0,0,20.9,,100,,,,,,,,,,,,,,
281,Hackney South and Shoreditch,12,60.2,4.2,0,0,3.9,0,19.6,16,71,7,,,,,6,0,100,0,0,0,0,0,0,18,60,7,0,0,13,0,2,0,100,0,0,0,0,0,0,6,79,7,0,0,5,0,2,0,100,0,0,0,0,0,0,22.2,,100,,,,,,,,,,,,,,
282,Halesowen and Rowley Regis,47.3,40.6,2.2,0,0,1.8,6.4,1.6,49,39,3,,,,8,2,78,22,0,0,0,0,0,0,46,36,4,0,0,1,13,0,94,6,0,0,0,0,0,0,52,46,2,0,0,0,1,0,87,13,0,0,0,0,0,0,66.3,97,3,,,,,,,0.039999999,12,,,,,,
283,Halifax,45.3,44.6,4.8,0,0,0,5.3,0,47,44,4,,,,5,,57,43,0,0,0,0,0,0,45,41,5,0,0,0,8,0,77,23,0,0,0,0,0,0,47,48,2,0,0,0,2,0,45,55,0,0,0,0,0,0,58.8,79,21,,,,,,,0.285714298,4,,,,,,
284,Haltemprice and Howden,54.4,31.2,6.8,0,0,1.9,0,5.7,58,29,10,,,,,3,99,1,0,0,0,0,0,0,62,26,8,0,0,3,0,1,100,0,0,0,0,0,0,0,57,35,5,0,0,2,0,1,100,0,0,0,0,0,0,0,55.5,100,,,,,,,,,,,,,,,
285,Halton,25.3,64.4,3.1,0,0,0,5.4,1.8,28,60,4,,,,6,2,0,100,0,0,0,0,0,0,26,60,3,0,0,0,10,1,0,100,0,0,0,0,0,0,21,74,2,0,0,0,3,1,0,100,0,0,0,0,0,0,57.8,,100,,,,,,,,,,,,,,
286,Hammersmith,32.9,54.7,6.5,0,0,1.7,2.7,1.4,34,53,8,,,,2,3,5,95,0,0,0,0,0,0,40,46,8,0,0,2,3,0,21,79,0,0,0,0,0,0,29,61,7,0,0,2,0,0,0,100,0,0,0,0,0,0,31,10,90,,,,,,,6,0.125,,,,,,
287,East Hampshire,60.6,21.4,13.4,0,0,2.3,0,2.2,65,19,12,,,,,4,100,0,0,0,0,0,0,0,68,16,12,0,0,4,0,0,100,0,0,0,0,0,0,0,67,21,12,0,0,0,0,0,100,0,0,0,0,0,0,0,48.7,100,,,,,,,,,,,,,,,
288,North East Hampshire,57.3,15.9,20.7,0,0,1.6,3.1,1.4,63,17,14,,,,3,3,100,0,0,0,0,0,0,0,67,15,11,0,0,1,5,1,100,0,0,0,0,0,0,0,62,18,14,0,0,2,3,1,100,0,0,0,0,0,0,0,45.9,100,,,,,,,,,,,,,,,
289,North West Hampshire,57.7,24.8,10.5,0,0,2.2,4.7,0,60,20,12,,,,6,3,100,0,0,0,0,0,0,0,61,18,9,0,0,1,10,0,100,0,0,0,0,0,0,0,60,24,9,0,0,3,4,0,100,0,0,0,0,0,0,0,54.5,100,,,,,,,,,,,,,,,
290,Hampstead and Kilburn,35.3,51.5,8.5,0,0,2.3,0,2.3,39,49,9,,,,,3,17,83,0,0,0,0,0,0,44,42,11,0,0,3,0,1,65,35,0,0,0,0,0,0,35,54,8,0,0,2,0,0,0,100,0,0,0,0,0,0,23.5,33,67,,,,,,,2,0.5,,,,,,
291,Harborough,54.4,27.8,10.4,0,0,2.8,4.7,0,57,23,13,,,,6,3,100,0,0,0,0,0,0,0,59,18,13,0,0,1,8,0,100,0,0,0,0,0,0,0,55,26,14,0,0,2,4,0,100,0,0,0,0,0,0,0,52.2,100,,,,,,,,,,,,,,,
292,Harlow,49.9,36.8,4.5,0,0,2,6.8,0,55,34,3,,,,7,2,96,4,0,0,0,0,0,0,52,30,3,0,0,1,14,0,100,0,0,0,0,0,0,0,56,41,2,0,0,0,1,0,100,0,0,0,0,0,0,0,68,96,4,,,,,,,0.050000001,16,,,,,,
293,Harrogate and Knaresborough,56.7,22.6,19.1,0,0,0,0,1.7,56,19,22,,,,,3,100,0,0,0,0,0,0,0,58,18,20,0,0,0,0,0,100,0,0,0,0,0,0,0,56,20,24,0,0,0,0,0,100,0,0,0,0,0,0,0,47.2,100,,,,,,,,,,,,,,,
294,Harrow East,48.3,43.6,5.1,0,0,3.1,0,0,53,40,5,,,,,2,79,21,0,0,0,0,0,0,57,38,4,0,0,1,0,0,100,0,0,0,0,0,0,0,48,50,2,0,0,0,0,0,40,60,0,0,0,0,0,0,47.5,90,10,,,,,,,0.117647059,12,,,,,,
295,Harrow West,40.6,49.5,5.1,0,0,2,2.9,0,45,45,6,,,,2,2,42,58,0,0,0,0,0,0,49,42,5,0,0,1,4,0,84,16,0,0,0,0,0,0,35,58,6,0,0,1,0,0,0,100,0,0,0,0,0,0,45.1,54,46,,,,,,,0.909090936,1.25,,,,,,
296,Hartlepool,34.5,50.1,3.6,0,0,0,11.8,0,38,48,3,,,,11,,20,80,0,0,0,0,0,0,36,40,4,0,0,0,18,0,40,60,0,0,0,0,0,0,30,52,2,0,0,0,16,0,0,100,0,0,0,0,0,0,69.6,46,54,,,,,,,1.100000024,0.800000012,,,,,,
297,Harwich and North Essex,46.5,33.2,8.3,0,0,2.7,6.8,2.5,56,28,7,,,,6,3,99,1,0,0,0,0,0,0,54,23,7,0,0,1,14,0,100,0,0,0,0,0,0,0,60,29,7,0,0,2,2,0,100,0,0,0,0,0,0,0,61.1,100,,,,,,,,,,,,,,,
298,Hastings and Rye,39.9,48.3,4.4,0,0,0,5.5,1.9,51,36,5,,,,6,3,87,13,0,0,0,0,0,0,49,34,5,0,0,0,11,0,98,2,0,0,0,0,0,0,52,43,2,0,0,0,3,0,97,3,0,0,0,0,0,0,56.2,88,12,,,,,,,0.142857149,5,,,,,,
299,Havant,54.5,27.7,6.8,0,0,2.5,6.9,1.7,57,26,7,,,,8,3,100,0,0,0,0,0,0,0,55,21,7,0,0,2,15,0,100,0,0,0,0,0,0,0,63,25,6,0,0,0,6,0,100,0,0,0,0,0,0,0,62.5,100,,,,,,,,,,,,,,,
300,Hayes and Harlington,29.1,58.5,4,0,0,2.5,5.9,0,34,55,4,,,,5,2,3,97,0,0,0,0,0,0,34,52,3,0,0,0,10,0,1,99,0,0,0,0,0,0,28,69,2,0,0,0,1,0,0,100,0,0,0,0,0,0,59.4,4,96,,,,,,,16,0.050000001,,,,,,
301,Hazel Grove,45.6,20.4,32.5,0,0,1.5,0,0,48,26,23,,,,,2,95,3,2,0,0,0,0,0,59,19,21,0,0,2,0,0,100,0,0,0,0,0,0,0,46,30,23,0,0,1,0,0,100,0,0,0,0,0,0,0,52.2,91,,9,,,,,,0.111111112,,5,,,,,
302,Hemel Hempstead,58,32.6,6.6,0,0,2.9,0,0,58,32,7,,,,,3,98,2,0,0,0,0,0,0,64,27,6,0,0,3,0,0,100,0,0,0,0,0,0,0,56,39,4,0,0,2,0,0,100,0,0,0,0,0,0,0,55.2,100,,,,,,,,,,,,,,,
303,Hemsworth,33.7,54.1,3.5,0,0,0,7,1.7,34,51,4,,,,9,2,7,93,0,0,0,0,0,0,32,49,4,0,0,0,13,2,0,100,0,0,0,0,0,0,28,63,2,0,0,0,5,2,0,100,0,0,0,0,0,0,68.1,4,96,,,,,,,14,0.050000001,,,,,,
304,Hendon,40,46.3,8.9,0,0,2.2,2.7,0,49,42,5,,,,2,2,66,34,0,0,0,0,0,0,51,39,4,0,0,1,5,0,96,4,0,0,0,0,0,0,46,50,5,0,0,0,0,0,25,75,0,0,0,0,0,0,41.9,81,19,,,,,,,0.222222224,4,,,,,,
305,Henley,51.4,24.1,16.6,0,0,2.4,3.9,1.7,59,20,13,,,,4,4,100,0,0,0,0,0,0,0,61,17,13,0,0,2,7,0,100,0,0,0,0,0,0,0,61,23,16,0,0,0,0,0,100,0,0,0,0,0,0,0,43.1,100,,,,,,,,,,,,,,,
306,Hereford and South Herefordshire,53.6,24.5,7.5,0,0,3.2,5.5,5.7,59,20,10,,,,7,4,100,0,0,0,0,0,0,0,59,18,9,0,0,2,12,0,100,0,0,0,0,0,0,0,61,25,12,0,0,0,2,0,100,0,0,0,0,0,0,0,60.2,100,,,,,,,,,,,,,,,
307,North Herefordshire,58.8,21.4,11.3,0,0,3.5,0,5.1,62,21,13,,,,,4,100,0,0,0,0,0,0,0,70,17,9,0,0,4,0,0,100,0,0,0,0,0,0,0,63,23,13,0,0,0,0,0,100,0,0,0,0,0,0,0,58.3,100,,,,,,,,,,,,,,,
308,Hertford and Stortford,54,34.8,8.2,0,0,3,0,0,64,25,8,,,,,3,100,0,0,0,0,0,0,0,66,22,8,0,0,4,0,0,100,0,0,0,0,0,0,0,59,31,7,0,0,3,0,0,100,0,0,0,0,0,0,0,49.2,100,,,,,,,,,,,,,,,
309,North East Hertfordshire,60.3,30,7.1,0,0,2.6,0,0,62,27,8,,,,,3,100,0,0,0,0,0,0,0,66,23,8,0,0,4,0,0,100,0,0,0,0,0,0,0,60,33,7,0,0,0,0,0,100,0,0,0,0,0,0,0,51.4,100,,,,,,,,,,,,,,,
310,South West Hertfordshire,50,29.6,13.6,0,0,2.4,4.4,0,58,22,11,,,,5,3,100,0,0,0,0,0,0,0,60,20,11,0,0,2,8,0,100,0,0,0,0,0,0,0,56,27,14,0,0,3,1,0,100,0,0,0,0,0,0,0,46.4,100,,,,,,,,,,,,,,,
311,Hertsmere,58.1,29,7.2,0,0,1.6,4.1,0,63,25,6,,,,5,1,100,0,0,0,0,0,0,0,58,24,7,0,0,1,10,0,100,0,0,0,0,0,0,0,59,35,4,0,0,0,1,0,100,0,0,0,0,0,0,0,50.8,100,,,,,,,,,,,,,,,
312,Hexham,52.6,30.9,10.4,0,0,2.3,3.8,0,52,32,9,,,,4,3,95,5,0,0,0,0,0,0,59,27,5,0,0,2,7,0,100,0,0,0,0,0,0,0,50,36,10,0,0,0,5,0,100,0,0,0,0,0,0,0,45.4,100,,,,,,,,,,,,,,,
313,Heywood and Middleton,32.6,48.4,4,0,0,0,15.1,0,34,49,4,,,,13,,11,89,0,0,0,0,0,0,24,44,3,0,0,0,28,0,0,94,0,0,0,0,5,0,25,56,2,0,0,0,17,0,0,100,0,0,0,0,0,0,62.4,24,76,,,,,,,3.5,0.363636374,,,,,,
314,High Peak,45,50.3,4.6,0,0,0,0,0,52,41,7,,,,,,80,20,0,0,0,0,0,0,52,37,8,0,0,0,0,0,99,1,0,0,0,0,0,0,48,49,3,0,0,0,0,0,48,52,0,0,0,0,0,0,50.5,98,2,,,,,,,0.030303031,12,,,,,,
315,Hitchin and Harpenden,48.1,34.1,12.2,0,0,2,0,3.7,58,25,14,,,,,3,100,0,0,0,0,0,0,0,63,24,9,0,0,4,0,0,100,0,0,0,0,0,0,0,56,32,12,0,0,0,0,0,100,0,0,0,0,0,0,0,39.8,100,,,,,,,,,,,,,,,
316,Holborn and St Pancras,22.1,60.6,8.1,0,0,4.7,2.7,1.8,22,59,10,,,,2,6,0,100,0,0,0,0,0,0,24,53,10,0,0,8,4,1,0,100,0,0,0,0,0,0,16,67,10,0,0,6,0,1,0,100,0,0,0,0,0,0,26.7,,100,,,,,,,,,,,,,,
317,Hornchurch and Upminster,53.5,30,3.8,0,0,2.2,9.1,1.3,60,25,3,,,,10,2,100,0,0,0,0,0,0,0,49,25,3,0,0,1,21,1,100,0,0,0,0,0,0,0,58,30,2,0,0,1,10,0,100,0,0,0,0,0,0,0,69.5,100,,,,,,,,,,,,,,,
318,Hornsey and Wood Green,10.9,64.3,20,0,0,1.9,1.3,1.6,59,14,22,,,,2,4,0,100,0,0,0,0,0,0,17,44,35,0,0,2,1,0,0,84,16,0,0,0,0,0,4,65,31,0,0,0,0,0,0,100,0,0,0,0,0,0,25,,83,17,,,,,,,0.200000003,5.5,,,,,
319,Horsham,53.8,21.9,14,0,0,2.2,4.9,3.1,60,19,13,,,,5,3,100,0,0,0,0,0,0,0,60,17,12,0,0,1,9,1,100,0,0,0,0,0,0,0,60,22,12,0,0,2,3,2,100,0,0,0,0,0,0,0,48.7,100,,,,,,,,,,,,,,,
320,Houghton and Sunderland South,29.3,55.5,2.9,0,0,2.3,8.2,1.8,29,56,4,,,,9,2,1,99,0,0,0,0,0,0,27,53,3,0,0,1,16,0,0,100,0,0,0,0,0,0,23,68,2,0,0,1,6,0,0,100,0,0,0,0,0,0,62.4,2,98,,,,,,,12,0.030303031,,,,,,
321,Hove,35.1,53.4,6,0,0,2.6,0,2.9,42,47,7,,,,,4,32,68,0,0,0,0,0,0,46,39,10,0,0,4,0,1,82,18,0,0,0,0,0,0,36,57,6,0,0,0,0,1,0,100,0,0,0,0,0,0,33.9,45,55,,,,,,,1.25,0.833333313,,,,,,
322,Huddersfield,35.7,52.5,6,0,0,3.4,0,2.4,39,50,7,,,,,4,16,84,0,0,0,0,0,0,38,47,7,0,0,7,0,1,8,92,0,0,0,0,0,0,35,59,5,0,0,0,0,1,0,100,0,0,0,0,0,0,51.1,20,80,,,,,,,3.333333254,0.25,,,,,,
323,Kingston upon Hull East,28.2,55.7,3.6,0,0,2.4,10.1,0,30,50,6,,,,11,3,4,96,0,0,0,0,0,0,25,50,6,0,0,0,19,0,0,100,0,0,0,0,0,0,20,66,6,0,0,0,7,0,0,100,0,0,0,0,0,0,72.6,4,96,,,,,,,9,0.050000001,,,,,,
324,Kingston upon Hull North,24.7,61.7,4.8,0,0,2.6,6.3,0,24,56,7,,,,8,4,0,100,0,0,0,0,0,0,24,52,7,0,0,2,15,0,0,100,0,0,0,0,0,0,20,70,9,0,0,0,2,0,0,100,0,0,0,0,0,0,60,4,96,,,,,,,14,0.050000001,25,,,,,
325,Kingston upon Hull West and Hessle,28.5,50.6,5.1,0,0,2.6,8.9,4.3,31,50,8,,,,9,3,5,95,0,0,0,0,0,0,26,48,7,0,0,1,17,1,0,100,0,0,0,0,0,0,22,62,10,0,0,1,4,0,0,100,0,0,0,0,0,0,67.8,6,94,,,,,,,10,0.071428575,,,,,,
326,Huntingdon,52,30.5,9,0,0,2.5,5.9,0,57,24,8,,,,7,3,100,0,0,0,0,0,0,0,56,21,8,0,0,1,13,0,100,0,0,0,0,0,0,0,57,32,8,0,0,2,2,0,100,0,0,0,0,0,0,0,53.3,100,,,,,,,,,,,,,,,
327,Hyndburn,40.3,47.5,3.8,0,0,0,8.4,0,44,43,4,,,,8,,50,50,0,0,0,0,0,0,38,42,3,0,0,0,16,0,29,70,0,0,0,0,0,0,40,53,2,0,0,0,6,0,0,100,0,0,0,0,0,0,65.8,47,53,,,,,,,1,0.833333313,,,,,,
328,Ilford North,41.6,54,3.3,0,0,0,0,1.1,50,44,4,,,,,2,60,40,0,0,0,0,0,0,54,40,5,0,0,0,0,0,98,2,0,0,0,0,0,0,43,55,2,0,0,0,0,0,1,99,0,0,0,0,0,0,52.6,56,44,,,,,,,0.800000012,1.25,,,,,,
329,Ilford South,27.6,60.8,4,0,0,2.7,3.4,1.4,33,58,4,,,,2,2,1,99,0,0,0,0,0,0,34,56,5,0,0,1,4,0,0,100,0,0,0,0,0,0,18,79,2,0,0,1,0,0,0,100,0,0,0,0,0,0,43.9,100,,,,,,,,,,,,,,,
330,Inverclyde,20,31.2,4.8,44.1,0,0,0,0,22,27,5,47,,,,,1,3,0,96,0,0,0,0,20,31,2,47,0,0,0,0,0,7,0,93,0,0,0,0,21,33,2,44,0,0,0,0,0,1,0,99,0,0,0,0,36.2,,1,,99,,,,,,16,,0.024390243,,,,
331,"Inverness, Nairn, Badenoch and Strathspey",28,16.3,14,40.3,0,0,0,1.5,25,12,19,43,,,,2,6,0,1,93,0,0,0,0,20,13,24,41,0,0,0,1,0,0,8,92,0,0,0,0,12,11,38,39,0,0,0,1,0,0,48,52,0,0,0,0,41.4,1,,3,96,,,,,33,,25,0.050000001,,,,
